teamName,year,stars
Linfield College,2018,2
Linn-Benton Community College,2019,2
Lipscomb,2014,2
Lipscomb,2015,4
Lipscomb,2016,2
Lipscomb,2017,2.7
Lipscomb,2020,2
Lipscomb,2021,4
Little Rock,2015,12.4
Little Rock,2017,7
Little Rock,2018,2
Little Rock,2019,3
Little Rock,2020,2
Little Rock,2021,2
LIU,2012,2
LIU,2014,2
LIU,2017,7.3
LIU,2018,4
LIU,2019,9
LIU,2021,6
LIU Post,2015,2
LIU Post,2018,2
Livingstone,2017,2
Livingstone,2021,2
Livingstone College,2013,2
Lock Haven,2015,2
Lock Haven University of Pennsylvania,2014,2
Lon Morris College,2012,2
Lone Star College-CyFair,2017,2
Long Beach St.,2012,10.3
Long Beach St.,2013,4
Long Beach St.,2014,11.6
Long Beach St.,2015,2.5
Long Beach St.,2017,2.3
Long Beach St.,2018,3.3
Long Beach St.,2019,2
Long Beach St.,2020,7.2
Long Beach St.,2021,6.5
Long Island University-Post,2013,10.3
Long Island University-Post,2014,4
Longwood,2013,4
Longwood,2014,4
Longwood,2016,2
Longwood,2017,7
Longwood,2019,2
Longwood,2020,3
Longwood,2021,11
Los Angeles Pierce College,2016,2
Louisburg College,2013,2
Louisburg College,2014,4
Louisburg College,2015,2
Louisburg College,2016,2
Louisiana,2014,3
Louisiana,2015,2
Louisiana,2016,10.8
Louisiana,2018,3
Louisiana,2019,2
Louisiana,2020,9
Louisiana,2021,14.7
Louisiana St. University at Alexandria,2014,8
Louisiana St. University at Alexandria,2015,2
Louisiana St. University at Alexandria,2016,4
Louisiana St. University at Alexandria,2021,4
Louisiana St. University Eunice,2018,2
Louisiana St. University Eunice,2019,2
Louisiana St. University in Shreveport,2013,6
Louisiana St. University in Shreveport,2014,4.3
Louisiana St. University in Shreveport,2015,2.3
Louisiana St. University in Shreveport,2016,6
Louisiana St. University in Shreveport,2017,9.2
Louisiana St. University in Shreveport,2019,2
Louisiana St. University in Shreveport,2020,2
Louisiana St. University in Shreveport,2021,2
Louisiana St. University of Alexandria,2017,2
Louisiana St. University of Alexandria,2018,4
Louisiana St. University Shreveport,2018,9.7
Louisiana St. University Shreveport,2019,4
Louisiana Tech,2013,2.3
Louisiana Tech,2015,3.3
Louisiana Tech,2018,2
Louisiana Tech,2019,2
Louisiana Tech,2021,7
Louisiana-Monroe,2014,3
Louisiana-Monroe,2017,2
Louisiana-Monroe,2018,2
Louisiana-Monroe,2019,2
Louisiana-Monroe,2020,2
Louisiana-Monroe,2021,5
Louisville,2015,7.1
Louisville,2016,4
Louisville,2017,4
Louisville,2018,8.2
Louisville,2019,5
Louisville,2020,5.5
Louisville,2021,9
Louisville,2022,3
Lourdes University,2012,2
Lourdes University,2021,2
Lower Columbia College,2017,2
Lower Columbia College,2022,2
Loyola (MD),2012,2
Loyola Chicago,2012,2
Loyola Chicago,2013,2.5
Loyola Chicago,2015,3.3
Loyola Chicago,2016,2.5
Loyola Chicago,2017,4
Loyola Chicago,2018,2
Loyola Chicago,2019,2
Loyola Chicago,2020,4
Loyola Chicago,2021,4
Loyola Marymount,2012,2
Loyola Marymount,2013,2
Loyola Marymount,2014,5
Loyola Marymount,2016,8.7
Loyola Marymount,2018,2
Loyola Marymount,2020,7
Loyola Marymount,2021,9
Loyola University New Orleans,2015,2
Loyola University New Orleans,2018,2
Loyola University New Orleans,2019,5.5
LSU,2012,2
LSU,2013,2
LSU,2015,4
LSU,2016,2
LSU,2017,6
LSU,2019,2
LSU,2020,11.6
LSU,2021,13
Lubbock Christian,2015,2
Lubbock Christian,2017,2
Lubbock Christian,2018,2
Lubbock Christian,2019,2
Lubbock Christian University,2013,4
Luther College,2015,2
Lynchburg College,2016,2
Lynn,2015,6
Lynn,2016,3
Lynn,2017,4
Lynn,2019,4
Lynn,2020,2
Lynn University,2013,6
Lynn University,2014,2
Macomb Community College,2021,2
Madonna University,2018,2
Maine,2015,2
Maine,2016,3
Maine,2018,2
Maine,2020,2
Maine,2021,4
Malone,2015,2
Malone,2016,2
Malone University,2013,2
Manhattan,2012,5
Manhattan,2014,4.7
Manhattan,2015,2.3
Manhattan,2018,5
Manhattan,2020,10
Manhattan,2021,7
Mansfield,2016,4.7
Mansfield,2018,2
Mansfield,2020,2
Marian University,2017,2
Marian University,2018,7.3
Marian University,2019,4.3
Marian University,2020,6
Marian University,2021,6
Marion University,2012,2
Marist,2016,2
Marist,2018,5
Marist,2019,3
Marist,2021,2
Marquette,2012,6
Marquette,2014,12.3
Marquette,2015,2
Marquette,2016,4
Marquette,2017,7
Marquette,2018,5.7
Marquette,2019,4
Marquette,2020,6
Marquette,2021,10
Mars Hill,2017,2
Mars Hill,2018,4
Mars Hill,2020,2
Marshall,2012,2
Marshall,2014,2.5
Marshall,2015,2
Marshall,2016,4
Marshall,2018,4.7
Marshall,2019,2
Martin Methodist College,2012,2
Martin Methodist College,2014,2
Martin Methodist College,2015,4
Martin Methodist College,2016,2
Martin Methodist College,2018,2
Mary,2016,2
Mary,2020,2
Mary,2021,4
Maryland,2012,10
Maryland,2013,2.7
Maryland,2014,6.3
Maryland,2015,5
Maryland,2016,2
Maryland,2017,2
Maryland,2018,4
Maryland,2020,7.3
Maryland,2021,16.5
Maryland Eastern Shore,2017,2
Maryland Eastern Shore,2018,2
Maryland Eastern Shore,2019,2
Maryland Eastern Shore,2021,2
Marymount University,2015,2
Marymount Universty,2013,2
Maryville,2016,7
Maryville,2017,6
Maryville,2018,4
Maryville,2019,6
Maryville College,2020,2
Maryville University,2014,2
Massachusetts,2012,3.3
Massachusetts,2013,4
Massachusetts,2015,6
Massachusetts,2017,13.7
Massachusetts,2018,3.5
Massachusetts,2019,2
Massachusetts,2020,6
Massachusetts,2021,12
McCook Community College,2014,4
McCook Community College,2019,2
McGill University,2017,2
McKendree,2019,2
McKendree,2020,2
McLennan Community College,2012,2.7
McLennan Community College,2013,2
McLennan Community College,2014,8
McLennan Community College,2016,4
McLennan Community College,2018,4
McLennan Community College,2019,2
McMaster University,2014,2
McMaster University,2019,2
McMaster University,2020,4
McMaster University,2021,2
McMurry University,2013,2
McNeese St.,2013,2
McNeese St.,2018,9
McNeese St.,2019,9
McNeese St.,2020,8
McNeese St.,2021,14
McPherson College,2021,2
Memorial University of Newfoundland,2019,2
Memphis,2013,5
Memphis,2014,6.3
Memphis,2015,2.3
Memphis,2016,5
Memphis,2018,3.7
Memphis,2019,3.3
Memphis,2020,6.7
Memphis,2021,11
Menlo College,2016,2
Mercer,2012,2
Mercer,2014,3
Mercer,2016,2
Mercer,2018,3.5
Mercer,2019,8
Mercer,2021,3.5
Mercy,2015,2
Mercy,2017,2
Mercy,2018,2
Mercy,2021,2
Mercyhurst,2015,4.3
Mercyhurst,2016,4
Mercyhurst,2017,2
Mercyhurst,2018,2
Mercyhurst,2019,4
Mercyhurst University,2013,4.5
Meridian Community College,2020,2
Merrimack,2021,3
Merritt College,2013,2.7
Mesa Community College,2013,2
Messiah College,2013,2
Metro St.,2015,4
Metro St.,2016,2
Metro St.,2020,6
Metro St.,2021,2
Metro St.,2022,2
Metro St. University,2013,4
Metropolitan St. University of Denver,2014,2
Miami,2013,10.5
Miami,2014,5
Miami,2015,3
Miami,2017,2
Miami,2018,9.7
Miami,2019,6.3
Miami,2020,2
Miami,2021,6
Miami (OH),2012,2
Miami (OH),2013,7.7
Miami (OH),2014,2.7
Miami (OH),2015,4.5
Miami (OH),2018,2
Miami (OH),2019,2
Miami (OH),2021,2
Miami Dade College,2012,2
Miami Dade College,2013,2
Miami Dade College,2014,3
Miami Dade College,2017,2
Miami Dade College,2018,2
Miami Dade College,2019,4
Miami Dade College,2020,2
Miami Dade College,2021,2
Michigan,2016,4
Michigan,2017,3
Michigan,2018,3.5
Michigan,2020,8
Michigan,2021,2
Michigan St.,2014,4.7
Michigan St.,2016,3
Michigan St.,2017,2
Michigan St.,2019,4.3
Michigan St.,2021,6
Mid-America Christian University,2015,2
Mid-America Christian University,2016,2
Mid-America Christian University,2017,2
Mid-America Christian University,2018,2
MidAmerica Nazarene University,2014,2
MidAmerica Nazarene University,2015,4
MidAmerica Nazarene University,2017,4
Middle Georgia St. University,2019,2
Middle Tennessee,2012,2
Middle Tennessee,2015,2.7
Middle Tennessee,2017,6.3
Middle Tennessee,2018,6
Middle Tennessee,2019,11
Middle Tennessee,2020,10
Middle Tennessee,2021,2
Midland College,2012,4
Midland College,2013,4.7
Midland College,2014,4
Midland College,2015,6
Midland College,2016,12
Midland College,2017,4.7
Midwestern St.,2015,6
Midwestern St.,2016,8.5
Midwestern St.,2017,8.3
Midwestern St.,2018,8
Midwestern St.,2019,2
Midwestern St.,2020,2
Midwestern St. University,2012,2
Midwestern St. University,2014,2
Miles,2015,4
Miles,2018,2
Miles,2019,2
Miles,2020,2
Miles,2021,4
Millersville University,2013,2
Milligan College,2015,2
Milligan University,2020,2
Milwaukee,2012,2
Milwaukee,2013,4
Milwaukee,2014,2
Milwaukee,2015,2.5
Milwaukee,2016,2
Milwaukee,2017,2
Milwaukee,2018,8.5
Milwaukee,2019,6
Milwaukee,2020,5.5
Milwaukee,2021,6
Milwaukee Area Technical College,2018,2
Mineral Area College,2012,2
Mineral Area College,2013,2
Mineral Area College,2015,2
Mineral Area College,2016,2
Mineral Area College,2017,7
Mineral Area College,2018,4
Mineral Area College,2019,2
Mineral Area College,2020,2
Mineral Area College,2021,2
Minnesota,2013,4
Minnesota,2014,2
Minnesota,2015,4.7
Minnesota,2016,2
Minnesota,2017,3
Minnesota,2018,9
Minnesota,2019,2
Minnesota,2020,6
Minnesota,2021,17
Minnesota St.,2015,8.3
Minnesota St.,2016,6
Minnesota St.,2017,4.5
Minnesota St.,2018,4.5
Minnesota St.,2019,2
Minnesota St. University,2012,8
Minnesota St. University,2014,6
Minnesota St. University Moorhead,2013,2
Minnesota St. University-Moorhead,2012,2
Minnesota St.—Moorhead,2016,2
Minnesota St.—Moorhead,2017,4
Minnesota St.—Moorhead,2018,2
Minnesota St.—Moorhead,2020,4
Minnesota St.—Moorhead,2021,2
Minnesota-Crookston,2018,2
Minnesota-Crookston,2020,2
Minnesota-Crookston,2021,2
Minnesota-Duluth,2019,5.3
Minnesota-Duluth,2020,2
Minot St. University,2012,2
Minot St. University,2013,2
Minot St. University,2014,2
MiraCoste College,2013,2
MiraCoste College,2016,2
Mississippi College,2012,2
Mississippi College,2013,2
Mississippi College,2015,2.7
Mississippi College,2016,2
Mississippi College,2017,2
Mississippi College,2019,2
Mississippi College,2021,2
Mississippi Delta Community College,2014,2
Mississippi Gulf Coast Community College,2012,2
Mississippi Gulf Coast Community College,2013,2
Mississippi Gulf Coast Community College,2014,2
Mississippi Gulf Coast Community College,2015,2
Mississippi Gulf Coast Community College,2018,2
Mississippi St.,2015,2
Mississippi St.,2018,2
Mississippi St.,2019,2
Mississippi St.,2020,6
Mississippi St.,2021,14.7
Mississippi Valley St.,2015,2
Mississippi Valley St.,2016,2
Mississippi Valley St.,2018,2
Mississippi Valley St.,2020,4
Mississippi Valley St.,2021,3
Missouri,2012,7.7
Missouri,2013,8
Missouri,2014,8.5
Missouri,2015,2
Missouri,2016,3.7
Missouri,2017,4.3
Missouri,2018,7
Missouri,2020,2.7
Missouri,2021,10
Missouri Baptist University,2015,2
Missouri Baptist University,2018,2
Missouri S&T,2016,4
Missouri S&T,2020,2
Missouri S&T,2021,4
Missouri Southern,2015,4
Missouri Southern,2016,6
Missouri Southern,2018,2
Missouri Southern,2019,2
Missouri Southern,2020,4
Missouri Southern,2021,6
Missouri Southern St. University,2013,4
Missouri Southern St. University,2014,2
Missouri St.,2013,2
Missouri St.,2017,4
Missouri St.,2018,14.3
Missouri St.,2019,2
Missouri St.,2020,2
Missouri St.,2021,4
Missouri St. University-West Plains,2017,2
Missouri St. University-West Plains,2019,4
Missouri St. University-West Plains,2020,2
Missouri St. University-West Plains,2021,2
Missouri Western,2019,2
Missouri Western,2021,2
Missouri-St. Louis,2015,2
Missouri-St. Louis,2019,2
Missouri-St. Louis,2020,2
Missouri-St. Louis,2021,2
Moberly Area Community College,2013,2
Moberly Area Community College,2016,9
Moberly Area Community College,2017,8.7
Moberly Area Community College,2019,2
Moberly Area Community College,2020,2
Moberly Area Community College,2021,11
Modesto Junior College,2019,2
Monmouth,2012,2.3
Monmouth,2014,6
Monmouth,2017,2
Monmouth,2018,2
Monmouth,2019,2
Monmouth,2021,4
Monroe College,2014,2
Monroe College,2018,2
Monroe Community College,2012,3.3
Montana,2013,4.7
Montana,2015,3.3
Montana,2016,5.3
Montana,2018,4
Montana,2019,6.5
Montana,2020,6.7
Montana,2021,2
Montana St.,2012,2
Montana St.,2016,4
Montana St.,2018,2
Montana St.,2019,4
Montana St.,2020,2
Montana St.,2021,4
Montana St. Billings,2018,2
Montana St. Billings,2020,2
Montana St. Billings,2021,4
Montana St. University Billings,2013,4
Montana St. University-Billings,2012,4
Montana Technological University,2021,2
Montclair St. University,2018,2
Montevallo,2015,2
Montevallo,2017,2
Montevallo,2018,2
Montevallo,2019,2
Montevallo,2020,2
Montevallo,2021,6
Montreat College,2015,2
Montreat College,2019,2
Morehead St.,2012,6.5
Morehead St.,2013,9.8
Morehead St.,2014,2
Morehead St.,2018,2
Morehead St.,2019,2
Morehead St.,2020,5.5
Morehead St.,2021,6
Morehouse,2020,4
Morehouse,2021,8
Morehouse College,2014,2.7
Morgan St.,2014,6.5
Morgan St.,2019,8.7
Morgan St.,2020,8
Morgan St.,2021,11
Morningside College,2016,2
Morningside College,2020,2
Morris College,2021,2
Motlow St. Community College,2013,2
Motlow St. Community College,2014,2
Motlow St. Community College,2016,4
Mott Community College,2015,2
Mott Community College,2019,3
Mount Marty College,2021,2
Mount Olive,2016,2
Mount St. Mary's,2013,2
Mount St. Mary's,2014,2.7
Mount St. Mary's,2015,2
Mount St. Mary's,2018,4
Mount St. Mary's,2020,4
Mount St. Mary's,2021,4
Mount Vernon Nazarene University,2012,2
Mount Vernon Nazarene University,2016,2
Mount Vernon Nazarene University,2021,2
Mt. San Antonio College,2013,2
Murray St.,2013,5.7
Murray St.,2014,2
Murray St.,2015,5.3
Murray St.,2016,2
Murray St.,2021,9
Napa Valley College,2017,2
Navarro College,2013,2
Navarro College,2014,2
Navarro College,2015,3
Navarro College,2016,3.5
Navarro College,2017,2.7
Navarro College,2018,2
Navarro College,2019,2
Navarro College,2020,7.7
Navarro College,2021,8
Navy,2021,2
NC St.,2012,3.3
NC St.,2013,4.3
NC St.,2014,3
NC St.,2015,2.3
NC St.,2016,2
NC St.,2017,11.3
NC St.,2018,12.3
NC St.,2019,8.7
NC St.,2021,8
Nebraska,2012,5.4
Nebraska,2014,7.3
Nebraska,2015,6
Nebraska,2016,3.7
Nebraska,2017,6.7
Nebraska,2018,2
Nebraska,2019,14
Nebraska,2020,7
Nebraska,2021,11.3
Nebraska (Track & Field),2012,2
Nebraska-Kearney,2021,2
Neosho County Community College,2016,2
Neosho County Community College,2021,2
Neumann University,2018,2
Nevada,2012,2.5
Nevada,2015,9.3
Nevada,2016,14.7
Nevada,2017,14.5
Nevada,2018,9.2
Nevada,2019,12
Nevada,2020,4
Nevada,2021,12
New Hampshire,2013,2
New Hampshire,2015,2
New Hampshire,2017,2
New Hampshire,2020,4.5
New Hampshire,2021,4
New Haven,2016,2
New Haven,2020,4
New Haven,2021,4
New Hope Christian College,2012,3
New Mexico,2012,2.3
New Mexico,2014,5
New Mexico,2015,2
New Mexico,2017,10.7
New Mexico,2018,4
New Mexico,2019,8
New Mexico,2020,6
New Mexico,2021,15
New Mexico Highlands,2016,4
New Mexico Highlands,2017,4
New Mexico Highlands,2018,4
New Mexico Highlands,2019,2
New Mexico Highlands,2020,2
New Mexico Highlands,2021,2
New Mexico Junior College,2012,3
New Mexico Junior College,2013,2.3
New Mexico Junior College,2014,4.3
New Mexico Junior College,2015,2
New Mexico Junior College,2016,5
New Mexico Junior College,2018,16
New Mexico Junior College,2019,8
New Mexico Junior College,2021,7
New Mexico Military Institute,2013,4.3
New Mexico Military Institute,2014,2
New Mexico Military Institute,2015,2
New Mexico Military Institute,2016,2
New Mexico Military Institute,2017,4
New Mexico Military Institute,2018,2
New Mexico Military Institute,2019,2
New Mexico Military Institute,2021,2
New Mexico St.,2016,4
New Mexico St.,2017,6
New Mexico St.,2018,2
New Mexico St.,2019,7.5
New Mexico St.,2020,10.8
New Mexico St.,2021,14
New Orleans,2013,4
New Orleans,2014,2
New Orleans,2017,2
New Orleans,2019,3
New Orleans,2020,4
New Orleans,2021,12
New York Institute of Technology,2013,4
New York University,2014,2
New York University,2015,2
New York University,2017,2
Newberry College,2013,2
Newberry College,2014,2.7
Newman,2015,6.7
Newman,2016,6.7
Newman,2018,2
Newman,2019,7
Newman,2020,4
Newman,2021,2
Newman University,2013,2
Newman University,2014,2
Niagara,2012,4
Niagara,2013,4
Niagara,2015,4.7
Niagara,2016,2
Niagara,2018,3
Niagara,2019,4
Niagara,2020,2
Niagara,2021,2
Nicholls St.,2014,2
Nicholls St.,2015,5
Nicholls St.,2016,8.7
Nicholls St.,2017,10
Nicholls St.,2018,13
Nicholls St.,2019,6
Nicholls St.,2020,7
Nicholls St.,2021,15.5
Nichols College,2021,2
NJIT,2012,2
NJIT,2014,2
NJIT,2015,2
NJIT,2020,2
NJIT,2021,4
Norfolk St.,2012,4
Norfolk St.,2013,4
Norfolk St.,2014,2
Norfolk St.,2015,6.7
Norfolk St.,2016,4
Norfolk St.,2018,6
Norfolk St.,2019,2
Norfolk St.,2020,6
Norfolk St.,2021,8
North Alabama,2015,2
North Alabama,2016,2
North Alabama,2017,4
North Carolina,2017,4.5
North Carolina,2018,2
North Carolina,2019,4
North Carolina,2021,10
North Carolina A&T,2014,4
North Carolina A&T,2015,2
North Carolina A&T,2016,8
North Carolina A&T,2017,4
North Carolina A&T,2018,9
North Carolina A&T,2020,7.3
North Carolina A&T,2021,13.7
North Carolina Central,2013,8.7
North Carolina Central,2014,6
North Carolina Central,2015,4
North Carolina Central,2016,8
North Carolina Central,2017,2
North Carolina Central,2018,11.7
North Carolina Central,2019,7
North Carolina Central,2020,3
North Carolina Central,2021,13
North Carolina Wesleyan College,2015,2
North Central College,2021,2
North Dakota,2012,4
North Dakota,2013,4.7
North Dakota,2014,2
North Dakota,2015,2
North Dakota,2016,3
North Dakota,2017,4
North Dakota,2020,4
North Dakota,2021,2
North Dakota St.,2016,2
North Dakota St.,2018,2
North Dakota St.,2021,2
North Florida,2013,2
North Florida,2014,2
North Florida,2016,2.5
North Florida,2019,2
North Florida,2020,2
North Florida,2021,2
North Georgia,2015,2
North Georgia,2016,2
North Georgia,2018,6
North Georgia,2019,4
North Georgia,2020,4
North Georgia,2021,2
North Georgia College & St. University,2012,4
North Greenville,2015,2.5
North Greenville,2019,2
North Greenville,2021,2
North Greenville University,2012,2
North Idaho College,2012,2
North Idaho College,2013,2
North Idaho College,2014,2
North Idaho College,2015,2
North Idaho College,2017,2
North Idaho College,2019,2
North Idaho College,2021,2
North Lake College,2019,2
North Platte Community College,2015,2
North Texas,2013,5.2
North Texas,2015,3
North Texas,2016,8.3
North Texas,2017,2
North Texas,2019,2
North Texas,2021,5.7
Northeast Community College,2014,2
Northeast Community College,2016,2
Northeast Community College,2017,2
Northeast Mississippi Community College,2012,2
Northeast Mississippi Community College,2019,4
Northeastern,2012,2
Northeastern,2016,6
Northeastern,2017,2
Northeastern,2018,5
Northeastern,2019,2
Northeastern,2020,2.5
Northeastern,2021,8.3
Northeastern Junior College,2012,4
Northeastern Junior College,2014,2
Northeastern Junior College,2017,2
Northeastern Oklahoma A&M College,2014,2
Northeastern Oklahoma A&M College,2019,2
Northeastern Oklahoma A&M College,2020,2
Northeastern Oklahoma A&M College,2021,6
Northeastern St.,2015,2
Northeastern St.,2016,2
Northeastern St.,2017,4
Northeastern St.,2018,2
Northeastern St.,2021,7
Northern Arizona,2012,2
Northern Arizona,2014,2
Northern Arizona,2017,4.7
Northern Arizona,2018,2.7
Northern Arizona,2019,2
Northern Arizona,2020,6
Northern Arizona,2021,12
Northern Colorado,2013,2
Northern Colorado,2014,4.3
Northern Colorado,2015,4
Northern Colorado,2016,2.3
Northern Colorado,2019,2.5
Northern Colorado,2020,4
Northern Colorado,2021,4
Northern Illinois,2012,2
Northern Illinois,2013,8.3
Northern Illinois,2016,2
Northern Illinois,2019,3
Northern Illinois,2020,2
Northern Illinois,2021,10
Northern Iowa,2012,2.3
Northern Iowa,2013,3.3
Northern Iowa,2016,4
Northern Iowa,2018,2
Northern Iowa,2020,3
Northern Kentucky,2012,4
Northern Kentucky,2013,2
Northern Kentucky,2015,2.7
Northern Kentucky,2017,2
Northern Kentucky,2018,4
Northern Kentucky,2019,2
Northern Kentucky,2020,2
Northern Kentucky,2021,4
Northern Michigan,2021,2
Northern Michigan University,2012,2
Northern Michigan University,2013,2
Northern Nazarene University,2012,2
Northern Oklahoma College-Tonkawa,2014,2
Northern St.,2016,4
Northern St.,2020,2
Northern St.,2021,5
Northwest Christian University,2013,9
Northwest Christian University,2014,2
Northwest Christian University,2016,2.3
Northwest Florida St. College,2012,6.3
Northwest Florida St. College,2013,11.7
Northwest Florida St. College,2014,8
Northwest Florida St. College,2015,7
Northwest Florida St. College,2016,5.7
Northwest Florida St. College,2017,9
Northwest Florida St. College,2018,8
Northwest Florida St. College,2019,12
Northwest Florida St. College,2020,6
Northwest Florida St. College,2021,8
Northwest Kansas Technical College,2014,4.5
Northwest Kansas Technical College,2016,3
Northwest Kansas Technical College,2017,2
Northwest Mississippi Community College,2015,5
Northwest Mississippi Community College,2016,2
Northwest Mississippi Community College,2017,2
Northwest Mississippi Community College,2020,6
Northwest Missouri St. University,2014,2
Northwest Nazarene,2015,2
Northwest Nazarene,2016,5
Northwest Nazarene,2017,4
Northwest Nazarene,2019,3
Northwest Nazarene,2020,2
Northwest Nazarene University,2014,6
Northwestern,2012,3.5
Northwestern,2014,3
Northwestern,2015,2
Northwestern,2017,3.3
Northwestern,2018,2
Northwestern,2019,2
Northwestern,2021,2
Northwestern Oklahoma St.,2019,2
Northwestern Oklahoma St.,2020,4
Northwestern Oklahoma St.,2021,8
Northwestern St.,2019,2
Northwood,2013,2
Northwood,2015,2
Northwood,2017,2
Northwood,2021,2
Northwood University,2012,2
Northwood University,2014,2
Northwood University,2015,2
Northwood University (Michigan),2013,5.3
Northwood University (Texas),2013,2
Notre Dame,2017,4.3
Notre Dame,2019,4
Notre Dame,2020,2.5
Notre Dame,2021,2
Notre Dame (OH),2019,2
Notre Dame de Namur,2019,2
Nova Southeastern,2015,6
Nova Southeastern,2017,2
Nova Southeastern,2018,4
Nova Southeastern,2019,4
Nova Southeastern University,2012,4
Nova Southeastern University,2013,4
Nyack,2018,4
Nyack,2019,2
Nyack College,2014,2
NYIT,2016,2
Oakland,2012,6
Oakland,2014,5
Oakland,2015,5.7
Oakland,2016,6
Oakland,2017,2
Oakland,2018,2
Oakland,2019,2
Oakland,2020,3
Oakland,2021,5.3
Oakland City,2015,2
Oakland Community College,2016,3
Odessa College,2013,16.8
Odessa College,2014,14
Odessa College,2015,11.3
Odessa College,2016,8
Odessa College,2017,7
Odessa College,2018,6
Odessa College,2019,6
Odessa College,2020,2
Odessa College,2021,2
Oglethorpe University,2016,2
Ohio,2012,7.7
Ohio,2013,3.3
Ohio,2014,8.7
Ohio,2017,2
Ohio,2019,3
Ohio,2020,2
Ohio,2021,4
Ohio St.,2014,5.4
Ohio St.,2016,2
Ohio St.,2017,4
Ohio St.,2018,5.7
Ohio St.,2019,4
Ohio St.,2020,7.3
Ohio St.,2021,10.3
Ohio Valley,2020,2
Oklahoma,2012,2.7
Oklahoma,2014,3.3
Oklahoma,2016,4
Oklahoma,2018,7.7
Oklahoma,2020,4
Oklahoma,2021,12.3
Oklahoma Baptist,2015,2
Oklahoma Baptist,2018,8
Oklahoma Baptist,2019,2
Oklahoma Baptist,2021,3
Oklahoma Baptist University,2013,2
Oklahoma Christian,2017,2
Oklahoma Christian,2018,4
Oklahoma Christian,2019,2
Oklahoma Christian,2021,2
Oklahoma City University,2012,2
Oklahoma City University,2014,2
Oklahoma City University,2015,2.3
Oklahoma City University,2016,2
Oklahoma City University,2017,2
Oklahoma City University,2018,4
Oklahoma St.,2014,2.7
Oklahoma St.,2015,2
Oklahoma St.,2016,2
Oklahoma St.,2017,9.3
Oklahoma St.,2018,6
Oklahoma St.,2019,3
Oklahoma St.,2020,4
Oklahoma St.,2021,18
Old Dominion,2012,3.5
Old Dominion,2013,2
Old Dominion,2014,5.2
Old Dominion,2015,9
Old Dominion,2017,8.6
Old Dominion,2018,7.3
Old Dominion,2019,4
Old Dominion,2020,8
Old Dominion,2021,6.7
Ole Miss,2014,4
Ole Miss,2015,6
Ole Miss,2016,5.3
Ole Miss,2017,3.7
Ole Miss,2019,2
Ole Miss,2020,8.5
Ole Miss,2021,9
Olivet College,2017,4
Olivet Nazarene University,2014,2
Olney Central College,2019,2
Olympic College,2017,4
Omaha,2012,2
Omaha,2013,2.3
Omaha,2014,2
Omaha,2015,2
Omaha,2016,2
Omaha,2017,2
Omaha,2018,4
Omaha,2019,2
Omaha,2020,2
Omaha,2021,6
Oral Roberts,2013,2
Oral Roberts,2014,2.3
Oral Roberts,2017,2
Oral Roberts,2018,4
Oral Roberts,2019,4
Oral Roberts,2020,2
Oral Roberts,2021,6
Oregon,2012,3.5
Oregon,2013,10.7
Oregon,2014,6
Oregon,2015,2.3
Oregon,2016,4
Oregon,2017,6
Oregon,2018,2
Oregon,2019,9
Oregon,2020,9.5
Oregon,2021,8.7
Oregon Institute of Technology,2021,2
Oregon St.,2017,3
Oregon St.,2018,3.3
Oregon St.,2020,2
Oregon St.,2021,13
Otero Junior College,2012,4
Otero Junior College,2015,2
Otero Junior College,2018,2
Otero Junior College,2019,2
Otero Junior College,2021,2
Ottawa University Arizona,2020,2
Ottawa University of Arizona,2021,2
Otterbein University,2019,2
Ouachita Baptist,2016,2.7
Ouachita Baptist,2020,2
Ouachita Baptist University,2013,2
Ouachita Baptist University,2014,4
Our Lady of the Lake University,2012,2
Our Lady of the Lake University,2013,2
Our Lady of the Lake University,2015,4.3
Our Lady of the Lake University,2017,2
Our Lady of the Lake University,2018,4
Our Lady of the Lake University,2019,2
Our Lady of the Lake University,2020,2
Our Lady of the Lake University,2021,5.7
Pace,2016,2
Pace,2017,4
Pace,2021,4
Pace University,2013,4
Pace University,2014,8.5
Pacific,2014,2
Pacific,2015,2.7
Pacific,2016,8.4
Pacific,2017,4
Pacific,2018,2.7
Pacific,2019,6
Pacific,2020,7
Pacific,2021,11.7
Paine College,2013,2
Palm Beach Atlantic,2015,4
Palm Beach Atlantic,2016,3
Palm Beach Atlantic,2018,4
Palm Beach Atlantic,2021,2
Palm Beach Atlantic University,2013,2
Palm Beach Atlantic University,2014,4
Palm Beach St. College,2013,2
Palm Beach St. College,2014,2
Palm Beach St. College,2015,6.7
Palm Beach St. College,2016,2
Palm Beach St. College,2017,8
Palm Beach St. College,2019,10
Palm Beach St. College,2020,7.5
Panola College,2014,2
Panola College,2015,9
Panola College,2016,12
Panola College,2017,8
Panola College,2018,7
Panola College,2019,2
Panola College,2021,4
Paris Junior College,2015,5.3
Paris Junior College,2017,5
Paris Junior College,2018,4
Paris Junior College,2019,2
Park University,2017,2
Parkland College,2014,2
Pasadena City College,2014,2
Paul Quinn College,2012,2
Paul Quinn College,2013,2
Paul Quinn College,2021,4
Pearl River Community College,2012,2
Pearl River Community College,2016,8.5
Pearl River Community College,2017,2
Pearl River Community College,2018,4
Pearl River Community College,2019,7
Pearl River Community College,2020,6
Pearl River Community College,2021,2
Peninsula College,2012,2
Peninsula College,2016,2
Penn,2012,2.3
Penn,2015,2
Penn St.,2013,7.8
