teamName,year,seed_points,results,prev_3s_recruits,prev_4s_recruits,prev_5s_recruits,curr_3s_recruits,curr_4s_recruits,curr_5s_recruits
Columbia,2018,0,NIT,0,0,0,0,0,0
Columbia,2019,0,NIT,0,0,0,1,0,0
Columbia,2020,0,NIT,1,0,0,0,0,0
Columbia,2021,0,NIT,0,0,0,0,0,0
Connecticut,2013,8,R64,0,1,1,1,2,0
Connecticut,2014,0,NIT,1,2,0,1,2,0
Connecticut,2015,10,CHMP,1,2,0,2,0,1
Connecticut,2016,0,NIT,2,0,1,0,1,1
Connecticut,2017,8,R32,0,1,1,1,4,0
Connecticut,2018,0,NIT,1,4,0,2,0,0
Connecticut,2019,0,NIT,2,0,0,1,0,0
Connecticut,2020,0,NIT,1,0,0,1,3,0
Connecticut,2021,0,NIT,1,3,0,1,2,0
Coppin St.,2013,0,NIT,0,0,0,0,0,0
Coppin St.,2014,0,NIT,0,0,0,0,0,0
Coppin St.,2015,0,NIT,0,0,0,0,0,0
Coppin St.,2016,0,NIT,0,0,0,0,0,0
Coppin St.,2017,0,NIT,0,0,0,0,0,0
Coppin St.,2018,0,NIT,0,0,0,0,0,0
Coppin St.,2019,0,NIT,0,0,0,0,0,0
Coppin St.,2020,0,NIT,0,0,0,0,0,0
Coppin St.,2021,0,NIT,0,0,0,0,0,0
Cornell,2013,0,NIT,0,0,0,0,0,0
Cornell,2014,0,NIT,0,0,0,0,0,0
Cornell,2015,0,NIT,0,0,0,0,0,0
Cornell,2016,0,NIT,0,0,0,0,0,0
Cornell,2017,0,NIT,0,0,0,0,0,0
Cornell,2018,0,NIT,0,0,0,0,0,0
Cornell,2019,0,NIT,0,0,0,0,0,0
Cornell,2020,0,NIT,0,0,0,0,0,0
Cornell,2021,0,NIT,0,0,0,0,0,0
Creighton,2013,9,R32,1,0,0,0,0,0
Creighton,2014,10,R32,0,0,0,0,0,0
Creighton,2015,14,R32,0,0,0,1,1,0
Creighton,2016,0,NIT,1,1,0,2,1,0
Creighton,2017,0,NIT,2,1,0,2,1,0
Creighton,2018,11,R64,2,1,0,0,3,0
Creighton,2019,9,R64,0,3,0,2,1,0
Creighton,2020,0,NIT,2,1,0,2,0,0
Creighton,2021,15,E8,2,0,0,1,2,0
Dartmouth,2013,0,NIT,0,0,0,0,0,0
Dartmouth,2014,0,NIT,0,0,0,0,0,0
Dartmouth,2015,0,NIT,0,0,0,0,0,0
Dartmouth,2016,0,NIT,0,0,0,1,0,0
Dartmouth,2017,0,NIT,1,0,0,0,0,0
Dartmouth,2018,0,NIT,0,0,0,0,0,0
Dartmouth,2019,0,NIT,0,0,0,2,0,0
Dartmouth,2020,0,NIT,2,0,0,0,0,0
Dartmouth,2021,0,NIT,0,0,0,0,0,0
Davidson,2013,4,R64,0,0,0,0,0,0
Davidson,2014,3,R64,0,0,0,0,0,0
Davidson,2015,0,NIT,0,0,0,2,0,0
Davidson,2016,7,R64,2,0,0,1,0,0
Davidson,2017,0,NIT,1,0,0,0,0,0
Davidson,2018,0,NIT,0,0,0,0,1,0
Davidson,2019,5,R64,0,1,0,0,0,0
Davidson,2020,0,NIT,0,0,0,1,0,0
Davidson,2021,0,NIT,1,0,0,2,0,0
Dayton,2013,0,NIT,0,0,0,0,0,0
Dayton,2014,0,NIT,0,0,0,2,0,0
Dayton,2015,6,E8,2,0,0,1,1,0
Dayton,2016,6,R32,1,1,0,3,0,0
Dayton,2017,10,R64,3,0,0,1,1,0
Dayton,2018,10,R64,1,1,0,2,0,0
Dayton,2019,0,NIT,2,0,0,1,1,0
Dayton,2020,0,NIT,1,1,0,2,0,0
Dayton,2021,16,F4,2,0,0,2,0,0
DePaul,2013,0,NIT,4,1,0,0,0,0
DePaul,2014,0,NIT,0,0,0,2,1,0
DePaul,2015,0,NIT,2,1,0,2,0,0
DePaul,2016,0,NIT,2,0,0,4,0,0
DePaul,2017,0,NIT,4,0,0,5,0,0
DePaul,2018,0,NIT,5,0,0,3,0,0
DePaul,2019,0,NIT,3,0,0,3,0,0
DePaul,2020,0,NIT,3,0,0,3,1,0
DePaul,2021,0,NIT,3,1,0,2,1,0
Delaware,2013,0,NIT,0,0,0,0,0,0
Delaware,2014,0,NIT,0,0,0,0,0,0
Delaware,2015,4,R64,0,0,0,0,0,0
Delaware,2016,0,NIT,0,0,0,0,0,0
Delaware,2017,0,NIT,0,0,0,0,0,0
Delaware,2018,0,NIT,0,0,0,1,0,0
Delaware,2019,0,NIT,1,0,0,0,0,0
Delaware,2020,0,NIT,0,0,0,0,0,0
Delaware,2021,0,NIT,0,0,0,0,0,0
Delaware St.,2013,0,NIT,0,0,0,0,0,0
Delaware St.,2014,0,NIT,0,0,0,0,0,0
Delaware St.,2015,0,NIT,0,0,0,0,0,0
Delaware St.,2016,0,NIT,0,0,0,0,0,0
Delaware St.,2017,0,NIT,0,0,0,0,0,0
Delaware St.,2018,0,NIT,0,0,0,0,0,0
Delaware St.,2019,0,NIT,0,0,0,0,0,0
Delaware St.,2020,0,NIT,0,0,0,0,0,0
Delaware St.,2021,0,NIT,0,0,0,0,0,0
Denver,2013,0,NIT,0,0,0,0,0,0
Denver,2014,0,NIT,0,0,0,0,0,0
Denver,2015,0,NIT,0,0,0,0,0,0
Denver,2016,0,NIT,0,0,0,0,0,0
Denver,2017,0,NIT,0,0,0,0,0,0
Denver,2018,0,NIT,0,0,0,0,0,0
Denver,2019,0,NIT,0,0,0,1,0,0
Denver,2020,0,NIT,1,0,0,1,0,0
Denver,2021,0,NIT,1,0,0,0,0,0
Detroit,2013,2,R64,0,0,0,0,0,0
Detroit,2014,0,NIT,0,0,0,0,0,0
Detroit,2015,0,NIT,0,0,0,0,0,0
Detroit,2016,0,NIT,0,0,0,0,0,0
Detroit,2017,0,NIT,0,0,0,0,0,0
Detroit,2018,0,NIT,0,0,0,0,0,0
Detroit,2019,0,NIT,0,0,0,0,0,0
Detroit,2020,0,NIT,0,0,0,0,0,0
Detroit,2021,0,NIT,0,0,0,0,0,0
Drake,2013,0,NIT,0,0,0,0,0,0
Drake,2014,0,NIT,0,0,0,0,0,0
Drake,2015,0,NIT,0,0,0,3,0,0
Drake,2016,0,NIT,3,0,0,2,0,0
Drake,2017,0,NIT,2,0,0,0,0,0
Drake,2018,0,NIT,0,0,0,0,0,0
Drake,2019,0,NIT,0,0,0,1,0,0
Drake,2020,0,NIT,1,0,0,0,0,0
Drake,2021,0,NIT,0,0,0,0,0,0
Drexel,2013,0,NIT,1,0,0,0,0,0
Drexel,2014,0,NIT,0,0,0,0,0,0
Drexel,2015,0,NIT,0,0,0,0,0,0
Drexel,2016,0,NIT,0,0,0,0,0,0
Drexel,2017,0,NIT,0,0,0,0,0,0
Drexel,2018,0,NIT,0,0,0,0,0,0
Drexel,2019,0,NIT,0,0,0,0,0,0
Drexel,2020,0,NIT,0,0,0,2,0,0
Drexel,2021,0,NIT,2,0,0,0,0,0
Duke,2013,15,R64,0,4,1,0,1,1
Duke,2014,15,E8,0,1,1,0,2,1
Duke,2015,14,R64,0,2,1,0,1,3
Duke,2016,16,CHMP,0,1,3,2,0,4
Duke,2017,13,S16,2,0,4,1,1,4
Duke,2018,15,R32,1,1,4,1,2,4
Duke,2019,15,E8,1,2,4,0,1,4
Duke,2020,16,E8,0,1,4,0,2,2
Duke,2021,14,S16,0,2,2,0,2,4
Duquesne,2013,0,NIT,0,0,0,0,0,0
Duquesne,2014,0,NIT,0,0,0,1,1,0
Duquesne,2015,0,NIT,1,1,0,1,0,0
Duquesne,2016,0,NIT,1,0,0,0,0,0
Duquesne,2017,0,NIT,0,0,0,0,0,0
Duquesne,2018,0,NIT,0,0,0,0,0,0
Duquesne,2019,0,NIT,0,0,0,4,0,0
Duquesne,2020,0,NIT,4,0,0,1,0,0
Duquesne,2021,0,NIT,1,0,0,1,0,0
East Carolina,2013,0,NIT,1,0,0,0,0,0
East Carolina,2014,0,NIT,0,0,0,2,0,0
East Carolina,2015,0,NIT,2,0,0,1,0,0
East Carolina,2016,0,NIT,1,0,0,2,0,0
East Carolina,2017,0,NIT,2,0,0,4,0,0
East Carolina,2018,0,NIT,4,0,0,1,0,0
East Carolina,2019,0,NIT,1,0,0,2,0,0
East Carolina,2020,0,NIT,2,0,0,4,0,0
East Carolina,2021,0,NIT,4,0,0,1,0,0
East Tennessee St.,2013,0,NIT,0,0,0,0,0,0
East Tennessee St.,2014,0,NIT,0,0,0,1,0,0
East Tennessee St.,2015,0,NIT,1,0,0,0,0,0
East Tennessee St.,2016,0,NIT,0,0,0,0,0,0
East Tennessee St.,2017,0,NIT,0,0,0,0,0,0
East Tennessee St.,2018,4,R64,0,0,0,0,0,0
East Tennessee St.,2019,0,NIT,0,0,0,0,0,0
East Tennessee St.,2020,0,NIT,0,0,0,1,0,0
East Tennessee St.,2021,6,R64,1,0,0,0,0,0
Eastern Illinois,2013,0,NIT,0,0,0,0,0,0
Eastern Illinois,2014,0,NIT,0,0,0,0,0,0
Eastern Illinois,2015,0,NIT,0,0,0,0,0,0
Eastern Illinois,2016,0,NIT,0,0,0,1,0,0
Eastern Illinois,2017,0,NIT,1,0,0,0,0,0
Eastern Illinois,2018,0,NIT,0,0,0,0,0,0
Eastern Illinois,2019,0,NIT,0,0,0,0,0,0
Eastern Illinois,2020,0,NIT,0,0,0,0,0,0
Eastern Illinois,2021,0,NIT,0,0,0,0,0,0
Eastern Kentucky,2013,0,NIT,0,0,0,0,0,0
Eastern Kentucky,2014,0,NIT,0,0,0,0,0,0
Eastern Kentucky,2015,2,R64,0,0,0,0,0,0
Eastern Kentucky,2016,0,NIT,0,0,0,0,0,0
Eastern Kentucky,2017,0,NIT,0,0,0,2,0,0
Eastern Kentucky,2018,0,NIT,2,0,0,0,0,0
Eastern Kentucky,2019,0,NIT,0,0,0,0,0,0
Eastern Kentucky,2020,0,NIT,0,0,0,1,0,0
Eastern Kentucky,2021,0,NIT,1,0,0,1,0,0
Eastern Michigan,2013,0,NIT,0,0,0,0,0,0
Eastern Michigan,2014,0,NIT,0,0,0,0,0,0
Eastern Michigan,2015,0,NIT,0,0,0,0,0,0
Eastern Michigan,2016,0,NIT,0,0,0,0,0,0
Eastern Michigan,2017,0,NIT,0,0,0,0,0,0
Eastern Michigan,2018,0,NIT,0,0,0,0,0,0
Eastern Michigan,2019,0,NIT,0,0,0,0,0,0
Eastern Michigan,2020,0,NIT,0,0,0,0,0,0
Eastern Michigan,2021,0,NIT,0,0,0,0,0,0
Eastern Washington,2013,0,NIT,0,0,0,0,0,0
Eastern Washington,2014,0,NIT,0,0,0,0,0,0
Eastern Washington,2015,0,NIT,0,0,0,0,0,0
Eastern Washington,2016,4,R64,0,0,0,0,0,0
Eastern Washington,2017,0,NIT,0,0,0,0,0,0
Eastern Washington,2018,0,NIT,0,0,0,0,0,0
Eastern Washington,2019,0,NIT,0,0,0,0,0,0
Eastern Washington,2020,0,NIT,0,0,0,0,0,0
Eastern Washington,2021,3,R64,0,0,0,0,0,0
Elon,2013,0,NIT,0,0,0,0,0,0
Elon,2014,0,NIT,0,0,0,0,0,0
Elon,2015,0,NIT,0,0,0,1,0,0
Elon,2016,0,NIT,1,0,0,0,0,0
Elon,2017,0,NIT,0,0,0,0,0,0
Elon,2018,0,NIT,0,0,0,0,0,0
Elon,2019,0,NIT,0,0,0,0,0,0
Elon,2020,0,NIT,0,0,0,0,0,0
Elon,2021,0,NIT,0,0,0,3,0,0
Evansville,2013,0,NIT,0,0,0,0,0,0
Evansville,2014,0,NIT,0,0,0,0,0,0
Evansville,2015,0,NIT,0,0,0,0,0,0
Evansville,2016,0,NIT,0,0,0,0,0,0
Evansville,2017,0,NIT,0,0,0,0,0,0
Evansville,2018,0,NIT,0,0,0,0,0,0
Evansville,2019,0,NIT,0,0,0,0,0,0
Evansville,2020,0,NIT,0,0,0,0,0,0
Evansville,2021,0,NIT,0,0,0,0,0,0
FIU,2013,0,NIT,0,0,0,0,0,0
FIU,2014,0,NIT,0,0,0,1,0,0
FIU,2015,0,NIT,1,0,0,0,0,0
FIU,2016,0,NIT,0,0,0,0,0,0
FIU,2017,0,NIT,0,0,0,1,0,0
FIU,2018,0,NIT,1,0,0,1,0,0
FIU,2019,0,NIT,1,0,0,0,0,0
FIU,2020,0,NIT,0,0,0,2,0,0
FIU,2021,0,NIT,2,0,0,0,0,0
Fairfield,2013,0,NIT,0,0,0,0,0,0
Fairfield,2014,0,NIT,0,0,0,0,0,0
Fairfield,2015,0,NIT,0,0,0,0,0,0
Fairfield,2016,0,NIT,0,0,0,1,0,0
Fairfield,2017,0,NIT,1,0,0,0,0,0
Fairfield,2018,0,NIT,0,0,0,0,0,0
Fairfield,2019,0,NIT,0,0,0,1,0,0
Fairfield,2020,0,NIT,1,0,0,0,0,0
Fairfield,2021,0,NIT,0,0,0,0,0,0
Fairleigh Dickinson,2013,0,NIT,0,0,0,0,0,0
Fairleigh Dickinson,2014,0,NIT,0,0,0,0,0,0
Fairleigh Dickinson,2015,0,NIT,0,0,0,0,0,0
Fairleigh Dickinson,2016,0,NIT,0,0,0,0,0,0
Fairleigh Dickinson,2017,1,R64,0,0,0,0,0,0
Fairleigh Dickinson,2018,0,NIT,0,0,0,0,0,0
Fairleigh Dickinson,2019,0,NIT,0,0,0,0,0,0
Fairleigh Dickinson,2020,1,R64,0,0,0,0,0,0
Fairleigh Dickinson,2021,0,NIT,0,0,0,0,0,0
Florida,2013,10,E8,1,0,1,1,3,0
Florida,2014,14,E8,1,3,0,0,0,2
Florida,2015,16,F4,0,0,2,0,2,1
Florida,2016,0,NIT,0,2,1,1,3,0
Florida,2017,0,NIT,1,3,0,3,0,0
Florida,2018,13,E8,3,0,0,1,3,0
Florida,2019,11,R32,1,3,0,0,2,1
Florida,2020,7,R32,0,2,1,2,1,2
Florida,2021,8,R64,2,1,2,2,1,0
Florida A&M,2013,0,NIT,0,0,0,0,0,0
Florida A&M,2014,0,NIT,0,0,0,0,0,0
Florida A&M,2015,0,NIT,0,0,0,0,0,0
Florida A&M,2016,0,NIT,0,0,0,0,0,0
Florida A&M,2017,0,NIT,0,0,0,0,0,0
Florida A&M,2018,0,NIT,0,0,0,0,0,0
Florida A&M,2019,0,NIT,0,0,0,0,0,0
Florida A&M,2020,0,NIT,0,0,0,0,0,0
Florida A&M,2021,0,NIT,0,0,0,0,0,0
Florida Atlantic,2013,0,NIT,0,0,0,0,1,0
Florida Atlantic,2014,0,NIT,0,1,0,0,0,0
Florida Atlantic,2015,0,NIT,0,0,0,1,0,0
Florida Atlantic,2016,0,NIT,1,0,0,1,0,0
Florida Atlantic,2017,0,NIT,1,0,0,0,0,0
Florida Atlantic,2018,0,NIT,0,0,0,0,0,0
Florida Atlantic,2019,0,NIT,0,0,0,0,0,0
Florida Atlantic,2020,0,NIT,0,0,0,3,0,0
Florida Atlantic,2021,0,NIT,3,0,0,0,0,0
Florida Gulf Coast,2013,0,NIT,0,0,0,0,0,0
Florida Gulf Coast,2014,2,S16,0,0,0,0,0,0
Florida Gulf Coast,2015,0,NIT,0,0,0,1,0,0
Florida Gulf Coast,2016,0,NIT,1,0,0,2,0,0
Florida Gulf Coast,2017,1,R64,2,0,0,0,0,0
Florida Gulf Coast,2018,3,R64,0,0,0,2,0,0
Florida Gulf Coast,2019,0,NIT,2,0,0,2,0,0
Florida Gulf Coast,2020,0,NIT,2,0,0,0,0,0
Florida Gulf Coast,2021,0,NIT,0,0,0,1,0,0
Florida St.,2013,14,R32,0,2,0,3,1,0
Florida St.,2014,0,NIT,3,1,0,0,2,0
Florida St.,2015,0,NIT,0,2,0,3,1,0
Florida St.,2016,0,NIT,3,1,0,1,2,1
Florida St.,2017,0,NIT,1,2,1,2,2,2
Florida St.,2018,14,R32,2,2,2,3,2,0
Florida St.,2019,8,E8,3,2,0,1,0,0
Florida St.,2020,13,S16,1,0,0,3,1,1
Florida St.,2021,15,E8,3,1,1,2,0,1
Fordham,2013,0,NIT,0,0,0,0,0,0
Fordham,2014,0,NIT,0,0,0,1,0,0
Fordham,2015,0,NIT,1,0,0,1,0,0
Fordham,2016,0,NIT,1,0,0,2,0,0
Fordham,2017,0,NIT,2,0,0,1,0,0
Fordham,2018,0,NIT,1,0,0,0,0,0
Fordham,2019,0,NIT,0,0,0,1,0,0
Fordham,2020,0,NIT,1,0,0,1,0,0
Fordham,2021,0,NIT,1,0,0,0,0,0
Fort Wayne,2013,0,NIT,0,0,0,0,0,0
Fort Wayne,2014,0,NIT,0,0,0,0,0,0
Fort Wayne,2015,0,NIT,0,0,0,0,0,0
Fort Wayne,2016,0,NIT,0,0,0,0,0,0
Fort Wayne,2017,0,NIT,0,0,0,0,0,0
Fort Wayne,2018,0,NIT,0,0,0,0,0,0
Fort Wayne,2019,0,NIT,0,0,0,0,0,0
Fort Wayne,2020,0,NIT,0,0,0,0,0,0
Fort Wayne,2021,0,NIT,0,0,0,0,0,0
Fresno St.,2013,0,NIT,0,0,0,0,1,0
Fresno St.,2014,0,NIT,0,1,0,2,0,0
Fresno St.,2015,0,NIT,2,0,0,2,1,0
Fresno St.,2016,0,NIT,2,1,0,2,1,0
Fresno St.,2017,3,R64,2,1,0,1,1,0
Fresno St.,2018,0,NIT,1,1,0,0,0,0
Fresno St.,2019,0,NIT,0,0,0,2,0,0
Fresno St.,2020,0,NIT,2,0,0,4,0,0
Fresno St.,2021,0,NIT,4,0,0,2,0,0
Furman,2013,0,NIT,0,0,0,0,1,0
Furman,2014,0,NIT,0,1,0,0,0,0
Furman,2015,0,NIT,0,0,0,0,0,0
Furman,2016,0,NIT,0,0,0,0,0,0
Furman,2017,0,NIT,0,0,0,0,0,0
Furman,2018,0,NIT,0,0,0,0,0,0
Furman,2019,0,NIT,0,0,0,0,0,0
Furman,2020,0,NIT,0,0,0,0,0,0
Furman,2021,0,NIT,0,0,0,0,0,0
Gardner Webb,2013,0,NIT,0,0,0,0,0,0
Gardner Webb,2014,0,NIT,0,0,0,0,0,0
Gardner Webb,2015,0,NIT,0,0,0,0,0,0
Gardner Webb,2016,0,NIT,0,0,0,0,0,0
Gardner Webb,2017,0,NIT,0,0,0,0,0,0
Gardner Webb,2018,0,NIT,0,0,0,0,0,0
Gardner Webb,2019,0,NIT,0,0,0,0,0,0
Gardner Webb,2020,1,R64,0,0,0,1,0,0
Gardner Webb,2021,0,NIT,1,0,0,1,0,0
George Mason,2013,0,NIT,2,1,0,0,1,0
George Mason,2014,0,NIT,0,1,0,0,0,0
George Mason,2015,0,NIT,0,0,0,3,0,0
George Mason,2016,0,NIT,3,0,0,0,0,0
George Mason,2017,0,NIT,0,0,0,0,0,0
George Mason,2018,0,NIT,0,0,0,1,0,0
George Mason,2019,0,NIT,1,0,0,1,0,0
George Mason,2020,0,NIT,1,0,0,1,0,0
George Mason,2021,0,NIT,1,0,0,0,0,0
George Washington,2013,0,NIT,0,0,0,0,0,0
George Washington,2014,0,NIT,0,0,0,0,0,0
George Washington,2015,8,R64,0,0,0,3,1,0
George Washington,2016,0,NIT,3,1,0,0,0,0
George Washington,2017,0,NIT,0,0,0,4,0,0
George Washington,2018,0,NIT,4,0,0,0,0,0
George Washington,2019,0,NIT,0,0,0,2,0,0
George Washington,2020,0,NIT,2,0,0,1,0,0
George Washington,2021,0,NIT,1,0,0,0,0,0
Georgetown,2013,14,R32,2,3,0,0,3,0
Georgetown,2014,15,R64,0,3,0,0,1,0
Georgetown,2015,0,NIT,0,1,0,1,4,0
Georgetown,2016,13,R32,1,4,0,1,2,0
Georgetown,2017,0,NIT,1,2,0,1,0,0
Georgetown,2018,0,NIT,1,0,0,3,1,0
Georgetown,2019,0,NIT,3,1,0,2,2,0
Georgetown,2020,0,NIT,2,2,0,4,0,0
Georgetown,2021,0,NIT,4,0,0,2,1,0
Georgia,2013,0,NIT,4,0,1,2,2,0
Georgia,2014,0,NIT,2,2,0,3,0,0
Georgia,2015,0,NIT,3,0,0,2,0,0
Georgia,2016,7,R64,2,0,0,3,1,0
Georgia,2017,0,NIT,3,1,0,2,1,0
Georgia,2018,0,NIT,2,1,0,3,1,0
Georgia,2019,0,NIT,3,1,0,2,2,0
Georgia,2020,0,NIT,2,2,0,2,4,1
Georgia,2021,0,NIT,2,4,1,4,2,0
Georgia Southern,2013,0,NIT,0,0,0,0,0,0
Georgia Southern,2014,0,NIT,0,0,0,0,0,0
Georgia Southern,2015,0,NIT,0,0,0,0,0,0
Georgia Southern,2016,0,NIT,0,0,0,1,0,0
Georgia Southern,2017,0,NIT,1,0,0,0,0,0
Georgia Southern,2018,0,NIT,0,0,0,0,0,0
Georgia Southern,2019,0,NIT,0,0,0,2,0,0
Georgia Southern,2020,0,NIT,2,0,0,0,0,0
Georgia Southern,2021,0,NIT,0,0,0,0,0,0
Georgia St.,2013,0,NIT,1,0,0,0,0,0
Georgia St.,2014,0,NIT,0,0,0,0,0,0
Georgia St.,2015,0,NIT,0,0,0,1,0,0
Georgia St.,2016,3,R32,1,0,0,1,0,0
Georgia St.,2017,0,NIT,1,0,0,2,0,0
Georgia St.,2018,0,NIT,2,0,0,3,0,0
Georgia St.,2019,2,R64,3,0,0,2,0,0
Georgia St.,2020,3,R64,2,0,0,2,0,0
Georgia St.,2021,0,NIT,2,0,0,3,0,0
Georgia Tech,2013,0,NIT,1,1,0,1,3,0
Georgia Tech,2014,0,NIT,1,3,0,1,1,0
Georgia Tech,2015,0,NIT,1,1,0,2,1,0
Georgia Tech,2016,0,NIT,2,1,0,1,0,0
Georgia Tech,2017,0,NIT,1,0,0,3,0,0
Georgia Tech,2018,0,NIT,3,0,0,3,0,0
Georgia Tech,2019,0,NIT,3,0,0,2,1,0
Georgia Tech,2020,0,NIT,2,1,0,2,0,0
Georgia Tech,2021,0,NIT,2,0,0,3,0,0
Gonzaga,2013,10,R32,4,1,0,0,0,0
Gonzaga,2014,16,R32,0,0,0,0,0,0
Gonzaga,2015,9,R32,0,0,0,3,1,0
Gonzaga,2016,15,E8,3,1,0,0,1,0
Gonzaga,2017,6,S16,0,1,0,2,3,0
Gonzaga,2018,16,F2,2,3,0,0,1,0
Gonzaga,2019,13,S16,0,1,0,1,1,0
Gonzaga,2020,16,E8,1,1,0,2,4,0
Gonzaga,2021,16,F4,2,4,0,0,3,1
Grambling St.,2013,0,NIT,0,0,0,0,0,0
Grambling St.,2014,0,NIT,0,0,0,0,0,0
Grambling St.,2015,0,NIT,0,0,0,0,0,0
Grambling St.,2016,0,NIT,0,0,0,0,0,0
Grambling St.,2017,0,NIT,0,0,0,0,0,0
Grambling St.,2018,0,NIT,0,0,0,0,0,0
Grambling St.,2019,0,NIT,0,0,0,0,0,0
Grambling St.,2020,0,NIT,0,0,0,0,0,0
Grambling St.,2021,0,NIT,0,0,0,0,0,0
Grand Canyon,2015,0,NIT,0,0,0,0,0,0
Grand Canyon,2016,0,NIT,0,0,0,0,0,0
Grand Canyon,2017,0,NIT,0,0,0,2,0,0
Grand Canyon,2018,0,NIT,2,0,0,1,0,0
Grand Canyon,2019,0,NIT,1,0,0,1,0,0
Grand Canyon,2020,0,NIT,1,0,0,1,0,0
Grand Canyon,2021,0,NIT,1,0,0,3,0,0
Green Bay,2013,0,NIT,0,0,0,0,0,0
Green Bay,2014,0,NIT,0,0,0,0,0,0
Green Bay,2015,0,NIT,0,0,0,2,0,0
Green Bay,2016,0,NIT,2,0,0,0,0,0
Green Bay,2017,3,R64,0,0,0,1,0,0
Green Bay,2018,0,NIT,1,0,0,1,0,0
Green Bay,2019,0,NIT,1,0,0,0,0,0
Green Bay,2020,0,NIT,0,0,0,1,0,0
Green Bay,2021,0,NIT,1,0,0,0,0,0
Hampton,2013,0,NIT,0,0,0,0,0,0
Hampton,2014,0,NIT,0,0,0,0,0,0
Hampton,2015,0,NIT,0,0,0,0,0,0
Hampton,2016,1,R64,0,0,0,0,0,0
Hampton,2017,1,R64,0,0,0,0,0,0
Hampton,2018,0,NIT,0,0,0,0,0,0
Hampton,2019,0,NIT,0,0,0,0,0,0
Hampton,2020,0,NIT,0,0,0,0,0,0
Hampton,2021,0,NIT,0,0,0,0,0,0
Hartford,2013,0,NIT,0,0,0,0,0,0
Hartford,2014,0,NIT,0,0,0,0,0,0
Hartford,2015,0,NIT,0,0,0,0,0,0
Hartford,2016,0,NIT,0,0,0,0,0,0
Hartford,2017,0,NIT,0,0,0,0,0,0
Hartford,2018,0,NIT,0,0,0,0,0,0
Hartford,2019,0,NIT,0,0,0,0,0,0
Hartford,2020,0,NIT,0,0,0,0,0,0
Hartford,2021,0,NIT,0,0,0,0,0,0
Harvard,2013,5,R64,5,1,0,1,0,0
Harvard,2014,3,R32,1,0,0,0,1,0
Harvard,2015,5,R32,0,1,0,2,0,0
Harvard,2016,4,R64,2,0,0,4,0,0
Harvard,2017,0,NIT,4,0,0,4,2,0
Harvard,2018,0,NIT,4,2,0,1,0,0
Harvard,2019,0,NIT,1,0,0,3,1,0
Harvard,2020,0,NIT,3,1,0,4,1,0
Harvard,2021,0,NIT,4,1,0,3,0,0
Hawaii,2013,0,NIT,0,0,0,0,1,0
Hawaii,2014,0,NIT,0,1,0,0,0,0
Hawaii,2015,0,NIT,0,0,0,0,0,0
Hawaii,2016,0,NIT,0,0,0,0,0,0
Hawaii,2017,4,R32,0,0,0,0,0,0
Hawaii,2018,0,NIT,0,0,0,0,0,0
Hawaii,2019,0,NIT,0,0,0,0,0,0
Hawaii,2020,0,NIT,0,0,0,0,0,0
Hawaii,2021,0,NIT,0,0,0,0,0,0
High Point,2013,0,NIT,1,0,0,0,0,0
High Point,2014,0,NIT,0,0,0,0,0,0
High Point,2015,0,NIT,0,0,0,0,0,0
High Point,2016,0,NIT,0,0,0,0,0,0
High Point,2017,0,NIT,0,0,0,0,0,0
High Point,2018,0,NIT,0,0,0,1,0,0
High Point,2019,0,NIT,1,0,0,0,0,0
High Point,2020,0,NIT,0,0,0,0,0,0
High Point,2021,0,NIT,0,0,0,0,0,0
Hofstra,2013,0,NIT,0,0,0,0,0,0
Hofstra,2014,0,NIT,0,0,0,0,0,0
Hofstra,2015,0,NIT,0,0,0,2,0,0
Hofstra,2016,0,NIT,2,0,0,1,0,0
Hofstra,2017,0,NIT,1,0,0,0,0,0
Hofstra,2018,0,NIT,0,0,0,0,0,0
Hofstra,2019,0,NIT,0,0,0,0,0,0
Hofstra,2020,0,NIT,0,0,0,0,0,0
Hofstra,2021,3,R64,0,0,0,0,0,0
Holy Cross,2013,0,NIT,0,0,0,0,0,0
Holy Cross,2014,0,NIT,0,0,0,0,0,0
Holy Cross,2015,0,NIT,0,0,0,0,0,0
Holy Cross,2016,0,NIT,0,0,0,1,0,0
Holy Cross,2017,1,R64,1,0,0,0,0,0
Holy Cross,2018,0,NIT,0,0,0,0,0,0
Holy Cross,2019,0,NIT,0,0,0,0,0,0
Holy Cross,2020,0,NIT,0,0,0,0,0,0
Holy Cross,2021,0,NIT,0,0,0,0,0,0
Houston,2013,0,NIT,4,1,0,2,1,1
Houston,2014,0,NIT,2,1,1,0,0,0
Houston,2015,0,NIT,0,0,0,1,1,0
Houston,2016,0,NIT,1,1,0,4,0,0
Houston,2017,0,NIT,4,0,0,1,0,0
Houston,2018,0,NIT,1,0,0,5,0,0
Houston,2019,11,R32,5,0,0,1,1,0
Houston,2020,14,S16,1,1,0,3,0,0
Houston,2021,9,R32,3,0,0,2,1,0
Houston Baptist,2013,0,NIT,0,0,0,0,0,0
Houston Baptist,2014,0,NIT,0,0,0,0,0,0
Houston Baptist,2015,0,NIT,0,0,0,0,0,0
Houston Baptist,2016,0,NIT,0,0,0,0,0,0
Houston Baptist,2017,0,NIT,0,0,0,0,0,0
Houston Baptist,2018,0,NIT,0,0,0,1,0,0
Houston Baptist,2019,0,NIT,1,0,0,0,0,0
